r0U9ICcWWIb4Vcs-SRd8oA,0.0476190476190476,0.5,0.0869565217391304
JHvRXb1_COw77caLFwHing,0.0588235294117647,0.2,0.0909090909090909
SUNNu9ntyVnIuLPifs_xiw,0.210526315789474,0.666666666666667,0.32
tAW8z_u42xbQohGnyFiLNw,0.0434782608695652,0.5,0.08
TUdj4cSkqyYhNa6U4QKoyA,0.16,0.235294117647059,0.190476190476191
IrsaCOc33wEgU8VriaCd0g,0.208333333333333,0.416666666666667,0.277777777777778
wCe1P5UwV-uyNHpUhESHZg,0,0,
PMRXC5OYgUDW4ZqWlR0HQg,0.04,0.5,0.0740740740740741
TP0y9rkXli4PSht1TIEoFA,0.142857142857143,0.230769230769231,0.176470588235294
HskXoBXl3xbNxy-ICZIHTA,0.0666666666666667,0.25,0.105263157894737
yKtZQZvw6d9GjxXekw-YbA,0.384615384615385,0.3125,0.344827586206897
tLukZV1TMzBFqJZgVTIeEg,0.05,0.333333333333333,0.0869565217391304
jobwwSifZ_mIR4Z3PdoGTA,0.0416666666666667,0.25,0.0714285714285714
jPzb5ZfPFrU_R9gA6YZPLw,0.1875,0.2,0.193548387096774
hzHZ0l7Ji08Vk-LGzHlpPA,0,0,
9LIL7m1Q0wtzHnKWpZxuQw,0.037037037037037,0.2,0.0625
4W9SN-3ArK66VG9s6l2vGg,0.0909090909090909,0.285714285714286,0.137931034482759
Wa6_qFbxSCz4Y07D7jYrGg,0.173913043478261,0.5,0.258064516129032
GchVPk7u0ZkGw0MxX2v5-w,0.0869565217391304,0.4,0.142857142857143
iY6EykDh__SR_nd_L75T1A,0.12,1,0.214285714285714
ruqAS0sS_fLmMiioU-0JCg,0.454545454545455,0.24390243902439,0.317460317460317
hJpNDnhudE8XA17iSfTuWQ,0.192307692307692,0.416666666666667,0.263157894736842
li4NF6lKnoaIFjvTZ-YfZA,0.05,0.333333333333333,0.0869565217391304
3aydl5XYOPRf2euqV9wV2Q,0,0,
Cp8eHeD6urh_Z6uIMeprpA,0.0434782608695652,0.142857142857143,0.0666666666666667
8YuwynCsEA3skExGoM-Liw,0.125,1,0.222222222222222
DJncZ2XsOIyD-lAnU0aOOw,0.08,0.5,0.137931034482759
1FwKj8ERL202O-lufw7pTg,0.25,0.277777777777778,0.263157894736842
cnIv2B1KXq5fXZIMkjQBCQ,0.214285714285714,1,0.352941176470588
bFbFbu5L_iQvK2zZ4Loyyg,0.19047619047619,1,0.32
dqLezFoE9GXe16uVgx6t9A,0.233333333333333,0.368421052631579,0.285714285714286
CLpTaA0E0eZbuqeY-EezKw,0.117647058823529,0.4,0.181818181818182
JkHLxF7VYgfLRQ6DTUSewQ,0.0952380952380952,0.133333333333333,0.111111111111111
48Ms1jbWPWkBoFB6mkkd_w,0.08,0.666666666666667,0.142857142857143
E_6E0U8d_L4uxaURifx0dQ,0.272727272727273,0.1875,0.222222222222222
RWbffWlqNrodxry7FA1Pqg,0.0434782608695652,0.0714285714285714,0.0540540540540541
nJVPrzJ2YrefsmYVnf_6ug,0.142857142857143,1,0.25
qZFluhXr_eiFYlzUaGB2bw,0.148148148148148,0.666666666666667,0.242424242424242
sXAUznp3YfH2y3grRpcrjA,0.111111111111111,0.333333333333333,0.166666666666667
mOX1_X12jU0BvxpZXFUWWQ,0.0434782608695652,0.2,0.0714285714285714
